twic_number,n_games,start_date,end_date,pct_online,unique_players
1309,4170,2019-10-23 00:00:00,2019-12-09 00:00:00,0.026378896882494,1522
1310,3279,2019-09-20 00:00:00,2019-12-16 00:00:00,0.0027447392497712,1676
1311,2718,2019-12-03 00:00:00,2019-12-23 00:00:00,0.018027961736571,1329
1312,7810,2019-12-19 00:00:00,2019-12-30 00:00:00,0.0053777208706786,1691
1313,3429,2019-12-26 00:00:00,2020-01-06 00:00:00,0.0408282298046077,1693
1314,2082,2019-12-26 00:00:00,2020-01-13 00:00:00,0.0672430355427473,1519
1315,2409,2019-11-12 00:00:00,2020-01-20 00:00:00,0.012453300124533,1423
1316,4245,2020-01-05 00:00:00,2020-01-27 00:00:00,0.1392226148409894,2084
1317,4381,2020-01-18 00:00:00,2020-02-03 00:00:00,0.0556950467929696,2239
1318,3036,2019-10-03 00:00:00,2020-02-10 00:00:00,0.0882740447957839,1670
1319,3374,2019-10-19 00:00:00,2020-02-17 00:00:00,0.1167753408417308,2041
1320,2748,2020-01-26 00:00:00,2020-02-24 00:00:00,0.0167394468704512,1492
1321,2216,2020-01-30 00:00:00,2020-03-02 00:00:00,0.029783393501805,1436
1322,1438,2020-02-22 00:00:00,2020-03-09 00:00:00,0.1161335187760778,1232
1324,1029,2020-01-25 00:00:00,2020-03-23 00:00:00,0.7308066083576288,369
1325,341,2020-01-09 00:00:00,2020-03-30 00:00:00,0.3577712609970674,168
1326,469,2017-06-20 00:00:00,2020-04-06 00:00:00,0.5501066098081023,88
1327,470,2019-11-23 00:00:00,2020-04-13 00:00:00,0.4489361702127659,252
1328,644,2020-04-08 00:00:00,2020-04-20 00:00:00,1.0,275
1329,730,2020-04-12 00:00:00,2020-04-27 00:00:00,1.0,323
1330,2410,2020-04-27 00:00:00,2020-05-04 00:00:00,1.0,718
1331,2111,2020-04-19 00:00:00,2020-05-11 00:00:00,1.0,782
1332,3476,2020-05-08 00:00:00,2020-05-17 00:00:00,1.0,961
1333,9072,2020-04-07 00:00:00,2020-05-25 00:00:00,1.0,1906
1334,9589,2020-05-15 00:00:00,2020-06-01 00:00:00,0.9993742830326416,1965
1335,4621,2016-12-01 00:00:00,2020-06-08 00:00:00,0.998052369616966,1284
1336,8790,2020-03-15 00:00:00,2020-06-15 00:00:00,0.984641638225256,1709
1337,8133,2020-06-10 00:00:00,2020-06-22 00:00:00,0.9825402680437724,1441
1338,4236,2020-06-01 00:00:00,2020-06-29 00:00:00,0.9612842304060434,1184
1339,7351,2020-06-20 00:00:00,2020-07-06 00:00:00,0.9462658141749422,1805
1340,4685,2020-07-01 00:00:00,2020-07-13 00:00:00,0.847385272145144,1293
1342,4004,2020-06-13 00:00:00,2020-07-27 00:00:00,0.7807192807192808,1498
1343,2331,2020-07-21 00:00:00,2020-08-03 00:00:00,0.812955812955813,817
1344,7664,2020-06-26 00:00:00,2020-08-10 00:00:00,0.8083246346555324,2200
1345,5495,2020-06-29 00:00:00,2020-08-17 00:00:00,0.6931756141947225,1774
1348,5044,2020-02-23 00:00:00,2020-09-07 00:00:00,0.5091197462331483,2287
1349,5823,2020-08-27 00:00:00,2020-09-14 00:00:00,0.5344324231495793,2162
1350,5724,2020-09-05 00:00:00,2020-09-21 00:00:00,0.7849406009783368,1876
1351,6814,2020-07-15 00:00:00,2020-09-28 00:00:00,0.8371000880540065,1841
1354,5589,2020-09-22 00:00:00,2020-10-19 00:00:00,0.6287350152084452,1648
1355,3669,2020-09-25 00:00:00,2020-10-26 00:00:00,0.7541564458980649,1227
1356,4990,2020-08-25 00:00:00,2020-11-02 00:00:00,0.8454909819639278,1453
1357,3680,2020-10-30 00:00:00,2020-11-08 00:00:00,0.7932065217391304,1146
1358,4039,2020-11-06 00:00:00,2020-11-16 00:00:00,0.8603614756127754,961
1359,5195,2020-10-31 00:00:00,2020-11-23 00:00:00,0.8664100096246391,1705
1360,5067,2020-11-15 00:00:00,2020-11-30 00:00:00,0.8233668837576475,1674
1361,5193,2020-11-29 00:00:00,2020-12-07 00:00:00,0.8288080107837473,1207
1362,2109,2020-11-02 00:00:00,2020-12-14 00:00:00,0.3210052157420578,586
1363,9772,2020-09-24 00:00:00,2020-12-24 00:00:00,0.9041137945149408,1774
1364,4400,2020-12-09 00:00:00,2020-12-28 00:00:00,0.8829545454545454,1233
1365,6020,2020-12-19 00:00:00,2021-01-04 00:00:00,0.9295681063122924,1221
1366,6006,2021-01-04 00:00:00,2021-01-11 00:00:00,0.9768564768564768,1210
1367,4218,2021-01-02 00:00:00,2021-01-18 00:00:00,0.8762446657183499,1118
1368,4408,2021-01-15 00:00:00,2021-01-25 00:00:00,0.6417876588021778,1206
1369,3361,2021-01-18 00:00:00,2021-02-01 00:00:00,0.9390062481404344,1207
1370,5511,2021-01-22 00:00:00,2021-02-08 00:00:00,0.9475594266013428,1489
1371,7377,2021-02-01 00:00:00,2021-02-15 00:00:00,0.9437440694049072,2021
1373,4681,2021-02-14 00:00:00,2021-03-01 00:00:00,0.6799829096346934,1554
1374,10203,2021-02-07 00:00:00,2021-03-08 00:00:00,0.957169459962756,1986
1375,8282,2021-02-23 00:00:00,2021-03-15 00:00:00,0.9207920792079208,2199
1376,8623,2021-01-10 00:00:00,2021-03-22 00:00:00,0.863504580772353,1879
1377,5450,2021-03-20 00:00:00,2021-03-29 00:00:00,0.818348623853211,1836
1378,5980,2021-01-11 00:00:00,2021-04-05 00:00:00,0.7884615384615384,1790
1380,5669,2021-04-02 00:00:00,2021-04-19 00:00:00,0.9102134415240783,1341
1381,3316,2021-04-11 00:00:00,2021-04-26 00:00:00,0.741556091676719,963
1383,3502,2021-05-01 00:00:00,2021-05-10 00:00:00,0.7427184466019418,1174
1386,7074,2021-05-14 00:00:00,2021-05-31 00:00:00,0.8439355385920272,1519
1387,7734,2021-05-22 00:00:00,2021-06-07 00:00:00,0.8149728471683475,1428
1388,4949,2021-04-22 00:00:00,2021-06-14 00:00:00,0.8037987472216609,1136
1389,3393,2021-06-12 00:00:00,2021-06-21 00:00:00,0.7052755673445329,1122
1390,4840,2021-04-14 00:00:00,2021-06-28 00:00:00,0.5605371900826446,1551
1391,4742,2021-06-18 00:00:00,2021-07-05 00:00:00,0.438844369464361,1895
1392,6207,2021-07-02 00:00:00,2021-07-12 00:00:00,0.4936362171741582,2113
1393,5108,2021-06-26 00:00:00,2021-07-19 00:00:00,0.4124902114330462,1796
1394,4984,2021-06-24 00:00:00,2021-07-26 00:00:00,0.4131219903691814,1814
1395,5447,2021-07-21 00:00:00,2021-08-02 00:00:00,0.408481733064072,1658
1396,5631,2021-07-30 00:00:00,2021-08-09 00:00:00,0.3906943704492985,1924
1397,5812,2021-06-18 00:00:00,2021-08-16 00:00:00,0.4507914659325533,2048
1398,7828,2021-07-24 00:00:00,2021-08-23 00:00:00,0.6423096576392437,2588
1399,7051,2021-08-12 00:00:00,2021-08-30 00:00:00,0.6536661466458659,2445
1400,6273,2021-08-24 00:00:00,2021-09-06 00:00:00,0.6306392475689463,2342
1401,7542,2021-08-30 00:00:00,2021-09-13 00:00:00,0.4767966056748873,2867
1404,5493,2021-09-10 00:00:00,2021-10-04 00:00:00,0.5767340251228836,1907
1405,5910,2021-09-20 00:00:00,2021-10-11 00:00:00,0.4856175972927242,2209
1406,6230,2021-10-08 00:00:00,2021-10-18 00:00:00,0.4670947030497592,1910
1407,5330,2021-10-08 00:00:00,2021-10-25 00:00:00,0.7076923076923077,1737
1408,6518,2021-10-01 00:00:00,2021-11-01 00:00:00,0.3949064130101258,2760
1409,5353,2021-10-15 00:00:00,2021-11-08 00:00:00,0.3659630113954791,1695
1410,4140,2021-09-16 00:00:00,2021-11-15 00:00:00,0.6070048309178744,1536
1411,4314,2021-10-28 00:00:00,2021-11-22 00:00:00,0.5268891979601298,1779
1412,3944,2021-10-10 00:00:00,2021-11-29 00:00:00,0.6006592292089249,1325
1413,3685,2021-11-14 00:00:00,2021-12-06 00:00:00,0.6094979647218454,1525
1414,3720,2021-11-25 00:00:00,2021-12-13 00:00:00,0.5620967741935484,1277
1035,2563,2014-05-16 00:00:00,2014-09-08 00:00:00,0.0140460397971127,1203
1036,2091,2014-08-10 00:00:00,2014-09-15 00:00:00,0.0172166427546628,1278
1039,3702,2014-09-17 00:00:00,2014-10-06 00:00:00,0.0097244732576985,1790
1040,2917,2014-09-08 00:00:00,2014-10-13 00:00:00,0.0123414466918066,1399
1063,2643,2015-01-09 00:00:00,2015-03-23 00:00:00,0.0,1714
1065,2914,2015-03-22 00:00:00,2015-04-06 00:00:00,0.0,1516
1083,4136,2015-06-27 00:00:00,2015-08-10 00:00:00,0.0,2053
1084,4140,2015-07-12 00:00:00,2015-08-17 00:00:00,0.0,2136
1103,1946,2015-12-15 00:00:00,2015-12-28 00:00:00,0.0,1201
1104,2627,2015-10-16 00:00:00,2016-01-04 00:00:00,0.0,1510
1181,2516,2017-04-06 00:00:00,2017-06-26 00:00:00,0.0,1321
1201,2116,2017-10-15 00:00:00,2017-11-13 00:00:00,0.0,1392
1217,3454,2018-02-05 00:00:00,2018-03-05 00:00:00,0.0703532136653155,1926
1222,1766,2018-03-10 00:00:00,2018-04-09 00:00:00,0.0,1208
1237,8002,2018-06-30 00:00:00,2018-07-23 00:00:00,0.0,3245
1238,6010,2018-06-02 00:00:00,2018-07-30 00:00:00,0.0141430948419301,2683
1239,4967,2018-07-16 00:00:00,2018-08-06 00:00:00,0.0062411918663176,2454
1240,4722,2018-07-25 00:00:00,2018-08-13 00:00:00,0.0061414654807285,2176
1245,2981,2018-07-07 00:00:00,2018-09-16 00:00:00,0.0382422006038242,1233
1246,2425,2018-08-07 00:00:00,2018-09-24 00:00:00,0.0230927835051546,2089
1247,4616,2018-09-15 00:00:00,2018-10-01 00:00:00,0.0,2025
1254,2017,2018-09-16 00:00:00,2018-11-19 00:00:00,0.0,1269
1263,2050,2018-12-20 00:00:00,2019-01-21 00:00:00,0.1268292682926829,1256
1271,2658,2019-02-15 00:00:00,2019-03-18 00:00:00,0.0,1749
1273,2914,2019-01-09 00:00:00,2019-04-01 00:00:00,0.0109814687714481,1918
1283,1522,2019-05-25 00:00:00,2019-06-10 00:00:00,0.0164257555847569,932
1303,3023,2019-09-06 00:00:00,2019-10-28 00:00:00,0.0036387694343367,1655
1323,2641,2020-02-29 00:00:00,2020-03-16 00:00:00,0.0363498674744415,1314
1341,6009,2020-07-03 00:00:00,2020-07-20 00:00:00,0.8404060575802962,1550
1346,4999,2020-08-11 00:00:00,2020-08-24 00:00:00,0.7131426285257051,1637
1347,4000,2020-08-21 00:00:00,2020-08-31 00:00:00,0.6825,1209
1352,5654,2020-09-20 00:00:00,2020-10-05 00:00:00,0.794481782808631,1308
1353,3056,2020-09-30 00:00:00,2020-10-12 00:00:00,0.7493455497382199,1104
1372,10638,2021-01-10 00:00:00,2021-02-22 00:00:00,0.9584508366234256,3139
1379,8846,2021-03-27 00:00:00,2021-04-12 00:00:00,0.8514582862310649,2073
1382,3202,2021-04-19 00:00:00,2021-05-03 00:00:00,0.7051842598376015,1241
1384,8794,2021-05-05 00:00:00,2021-05-17 00:00:00,0.869456447577894,1846
1385,3439,2021-05-17 00:00:00,2021-05-24 00:00:00,0.8232044198895028,1167
1402,5713,2021-08-28 00:00:00,2021-09-20 00:00:00,0.5608261858918256,1886
1403,6080,2021-09-07 00:00:00,2021-09-27 00:00:00,0.6289473684210526,1895
1415,7439,2021-09-23 00:00:00,2021-12-20 00:00:00,0.4650443667652594,2315
1416,3099,2021-11-24 00:00:00,2021-12-27 00:00:00,0.5892223297838012,1231
1417,7406,2021-12-20 00:00:00,2022-01-03 00:00:00,0.2123953551174723,1284
1418,5252,2021-12-26 00:00:00,2022-01-10 00:00:00,0.7305788271134805,1579
1419,3358,2021-12-26 00:00:00,2022-01-17 00:00:00,0.7400238237045861,1050
1420,3493,2021-10-09 00:00:00,2022-01-24 00:00:00,0.7053264604810997,1135
1421,4944,2022-01-21 00:00:00,2022-01-31 00:00:00,0.508495145631068,1764
1422,6983,2022-01-22 00:00:00,2022-02-07 00:00:00,0.7982242589145067,2411
1423,5291,2022-01-25 00:00:00,2022-02-14 00:00:00,0.742959742959743,2037
1424,5942,2021-11-27 00:00:00,2022-02-21 00:00:00,0.6003029283069673,2165
1425,5727,2022-02-08 00:00:00,2022-02-28 00:00:00,0.6499039636808102,1989
1426,6838,2022-01-14 00:00:00,2022-03-07 00:00:00,0.8141269377010822,1952
1427,4742,2022-02-06 00:00:00,2022-03-14 00:00:00,0.6657528469000422,1705
1428,4674,2021-11-27 00:00:00,2022-03-21 00:00:00,0.5387248609328199,1501
1429,5426,2022-02-13 00:00:00,2022-03-28 00:00:00,0.5853298931072614,2250
1430,7195,2022-03-19 00:00:00,2022-04-04 00:00:00,0.532314107018763,1892
1431,6430,2022-03-25 00:00:00,2022-04-11 00:00:00,0.4855365474339035,2274
1432,5236,2022-04-03 00:00:00,2022-04-18 00:00:00,0.5448815889992361,1912
1433,5829,2022-04-05 00:00:00,2022-04-25 00:00:00,0.5851775604734946,1929
1434,5207,2022-03-17 00:00:00,2022-05-02 00:00:00,0.5577107739581333,2014
1435,5374,2022-03-12 00:00:00,2022-05-09 00:00:00,0.5120952735392631,1699
1436,5087,2022-03-19 00:00:00,2022-05-16 00:00:00,0.6333792018871633,1559
1437,5284,2020-09-12 00:00:00,2022-05-23 00:00:00,0.6288796366389099,1517
1438,6060,2022-02-13 00:00:00,2022-05-30 00:00:00,0.6968646864686469,1526
1439,6442,2022-05-16 00:00:00,2022-06-06 00:00:00,0.6183822387827977,1918
1440,5230,2022-05-30 00:00:00,2022-06-13 00:00:00,0.5743785850860421,1779
1441,5096,2022-04-10 00:00:00,2022-06-20 00:00:00,0.548469387755102,1758
1442,5984,2022-04-07 00:00:00,2022-06-27 00:00:00,0.7087232620320856,1856
1443,6507,2022-06-20 00:00:00,2022-07-04 00:00:00,0.5182111572153066,2239
1444,7486,2022-06-20 00:00:00,2022-07-11 00:00:00,0.4357467272241517,2588
1445,7420,2022-05-28 00:00:00,2022-07-18 00:00:00,0.4002695417789757,2730
1446,7339,2022-05-30 00:00:00,2022-07-25 00:00:00,0.3766180678566562,2528
1447,7643,2022-07-12 00:00:00,2022-08-01 00:00:00,0.3847965458589559,3057
1448,9061,2022-07-27 00:00:00,2022-08-08 00:00:00,0.3350623551484383,3215
1449,6942,2022-06-24 00:00:00,2022-08-15 00:00:00,0.4125612215499856,3746
1450,6342,2022-07-30 00:00:00,2022-08-22 00:00:00,0.4262062440870388,2230
1451,6316,2022-08-20 00:00:00,2022-08-29 00:00:00,0.4509183027232425,1966
1452,5682,2022-08-26 00:00:00,2022-09-05 00:00:00,0.5711017247448081,2248
1453,6809,2022-08-26 00:00:00,2022-09-12 00:00:00,0.4162138346306359,2109
1454,6415,2022-08-29 00:00:00,2022-09-19 00:00:00,0.4629773967264224,1905
1455,5771,2022-08-25 00:00:00,2022-09-26 00:00:00,0.5163749783399757,1757
920,2245,2012-02-11 00:00:00,2012-06-25 00:00:00,0.0,937
921,1651,2012-06-22 00:00:00,2013-12-06 00:00:00,0.0,1048
922,2566,2012-06-02 00:00:00,2012-07-09 00:00:00,0.0,1449
923,6583,2012-06-28 00:00:00,2012-12-07 00:00:00,0.0,2544
924,4428,2012-06-10 00:00:00,2012-07-23 00:00:00,0.0,1987
925,4575,2011-07-24 00:00:00,2012-07-30 00:00:00,0.0,1870
926,3769,2012-06-25 00:00:00,2012-08-07 00:00:00,0.0,1662
927,2990,2012-07-07 00:00:00,2012-08-13 00:00:00,0.0,1407
928,4288,2012-07-08 00:00:00,2012-08-21 00:00:00,0.0025652985074626,2145
929,5524,2012-07-25 00:00:00,2012-08-27 00:00:00,0.0,1923
930,4419,2012-08-14 00:00:00,2012-09-02 00:00:00,0.0,2108
931,7364,2012-07-29 00:00:00,2012-09-10 00:00:00,0.0,2883
932,2276,2012-08-23 00:00:00,2012-09-17 00:00:00,0.0281195079086115,1120
933,1317,2012-07-13 00:00:00,2012-09-24 00:00:00,0.0242976461655277,805
934,3109,2010-09-28 00:00:00,2013-09-23 00:00:00,0.0102926986169186,1450
935,1424,2012-09-15 00:00:00,2012-10-08 00:00:00,0.0224719101123595,813
936,2377,2005-10-07 00:00:00,2012-10-15 00:00:00,0.0134623474968447,1344
937,3230,2012-09-16 00:00:00,2012-10-22 00:00:00,0.009907120743034,1562
938,1305,2012-10-10 00:00:00,2012-10-29 00:00:00,0.0245210727969348,742
939,4028,2012-08-11 00:00:00,2012-11-05 00:00:00,0.0079443892750744,2030
940,2232,2012-10-10 00:00:00,2012-11-12 00:00:00,0.014336917562724,1155
941,2065,2012-11-08 00:00:00,2012-11-19 00:00:00,0.0077481840193704,992
942,2623,2012-10-26 00:00:00,2012-11-26 00:00:00,0.0091498284407167,1555
943,4328,2012-10-27 00:00:00,2012-12-03 00:00:00,0.0009244280101687,1397
944,2953,2012-07-28 00:00:00,2012-12-10 00:00:00,0.0,1404
945,3990,2012-11-26 00:00:00,2012-12-17 00:00:00,0.0,1702
946,1184,2012-11-24 00:00:00,2012-12-24 00:00:00,0.0,616
947,2395,2012-11-22 00:00:00,2012-12-31 00:00:00,0.0,1221
948,2373,2012-12-17 00:00:00,2013-01-07 00:00:00,0.0,1010
949,1706,2012-11-02 00:00:00,2013-01-14 00:00:00,0.0,1280
950,1896,2013-01-07 00:00:00,2013-01-21 00:00:00,0.0,1053
951,2144,1988-11-18 00:00:00,2013-01-28 00:00:00,0.0,956
952,1776,2012-10-05 00:00:00,2013-02-04 00:00:00,0.0,1344
953,2678,2013-01-19 00:00:00,2013-02-11 00:00:00,0.0,1420
954,2206,2012-11-03 00:00:00,2013-02-18 00:00:00,0.0,1361
955,2437,2013-01-27 00:00:00,2013-03-02 00:00:00,0.0,1117
956,2604,2013-02-14 00:00:00,2013-03-04 00:00:00,0.0,1749
957,2415,2012-10-05 00:00:00,2013-03-11 00:00:00,0.0,1712
958,2333,2012-10-05 00:00:00,2013-03-18 00:00:00,0.0,1117
959,1773,2012-12-16 00:00:00,2013-03-25 00:00:00,0.0,1106
960,2795,2013-01-10 00:00:00,2013-04-02 00:00:00,0.0,1337
961,1461,2013-01-11 00:00:00,2013-04-08 00:00:00,0.0,1066
962,2297,2013-02-15 00:00:00,2013-04-15 00:00:00,0.0,1092
963,1741,2013-03-09 00:00:00,2013-04-22 00:00:00,0.0,1000
964,1998,2013-03-16 00:00:00,2013-04-29 00:00:00,0.0,1290
965,1766,2013-03-28 00:00:00,2013-05-06 00:00:00,0.0,1056
966,3895,2013-04-21 00:00:00,2013-05-13 00:00:00,0.0,1286
967,1752,2013-04-23 00:00:00,2013-05-20 00:00:00,0.0,828
968,2174,2013-03-26 00:00:00,2013-05-27 00:00:00,0.0,949
969,1788,2013-05-12 00:00:00,2013-06-03 00:00:00,0.0,1111
970,4181,2013-05-01 00:00:00,2013-06-10 00:00:00,0.0,1255
971,2034,2013-05-01 00:00:00,2013-06-17 00:00:00,0.0,1173
972,2798,2013-04-17 00:00:00,2013-06-24 00:00:00,0.0,1329
973,3195,2013-06-14 00:00:00,2013-07-01 00:00:00,0.0,1598
974,5101,2013-06-25 00:00:00,2013-07-08 00:00:00,0.0,2347
975,4144,2013-06-29 00:00:00,2013-07-15 00:00:00,0.0,1946
976,4436,2013-07-06 00:00:00,2013-07-22 00:00:00,0.0,2064
977,6434,2013-03-31 00:00:00,2013-07-29 00:00:00,0.0,2619
978,4372,2013-07-19 00:00:00,2013-08-05 00:00:00,0.0,1861
979,3654,2013-06-10 00:00:00,2013-08-12 00:00:00,0.0,1730
980,2982,2013-05-25 00:00:00,2013-08-19 00:00:00,0.0,1525
981,3837,2013-07-21 00:00:00,2013-08-26 00:00:00,0.0,1604
982,2716,2013-07-20 00:00:00,2013-09-02 00:00:00,0.0117820324005891,1225
983,2521,2013-05-20 00:00:00,2013-09-09 00:00:00,0.0126933756445854,1144
984,2056,2013-08-23 00:00:00,2013-09-16 00:00:00,0.0155642023346303,1129
985,2037,2013-09-07 00:00:00,2013-09-23 00:00:00,0.0157093765341188,907
986,2578,2013-04-28 00:00:00,2013-09-30 00:00:00,0.0124127230411171,1476
987,2895,2013-09-15 00:00:00,2029-12-31 00:00:00,0.0110535405872193,1464
988,2585,2013-10-06 00:00:00,2013-10-14 00:00:00,0.0123791102514506,1450
989,2693,2013-10-05 00:00:00,2013-10-21 00:00:00,0.0118826587448941,1583
990,2899,2013-07-30 00:00:00,2013-10-28 00:00:00,0.0110382890651948,1518
991,1586,2013-10-04 00:00:00,2013-11-03 00:00:00,0.0201765447667087,1090
992,1985,2013-10-29 00:00:00,2013-11-11 00:00:00,0.0080604534005037,1042
993,2568,2013-10-03 00:00:00,2013-11-18 00:00:00,0.0031152647975077,1140
994,1999,2013-09-12 00:00:00,2013-11-25 00:00:00,0.0020010005002501,1134
995,2536,2013-10-20 00:00:00,2013-12-02 00:00:00,0.0,1067
996,3310,2013-11-09 00:00:00,2013-12-09 00:00:00,0.0,1988
997,4105,2013-10-20 00:00:00,2013-12-16 00:00:00,0.0,1766
998,2424,2013-12-07 00:00:00,2013-12-23 00:00:00,0.0,1157
999,3857,2013-12-17 00:00:00,2013-12-30 00:00:00,0.0,1534
